Ensembl Gene Record	Common Gene Name	Read Count	Log Count	Dist
ENSG00000074621.13	SLC24A1	126	4.836281906951478	16
ENSG00000074660.15	SCARF1	13	2.5649493574615367	8
ENSG00000074803.18	SLC12A1	6	1.791759469228055	6
ENSG00000074966.10	TXK	10	2.302585092994046	7
ENSG00000075035.9	WSCD2	7	1.9459101490553132	6
ENSG00000075131.9	TIPIN	40	3.6888794541139363	12
ENSG00000075188.8	NUP37	146	4.983606621708336	17
ENSG00000075213.10	SEMA3A	108	4.68213122712422	16
ENSG00000075218.18	GTSE1	145	4.976733742420574	17
ENSG00000075234.16	TTC38	139	4.9344739331306915	16
ENSG00000075336.11	TIMM21	146	4.983606621708336	17
ENSG00000075399.13	VPS9D1	126	4.836281906951478	16
ENSG00000075651.15	PLD1	121	4.795790545596741	16
ENSG00000075702.17	WDR62	167	5.117993812416755	17
ENSG00000075826.16	SEC31B	132	4.882801922586371	16
ENSG00000076258.9	FMO4	48	3.871201010907891	13
ENSG00000076382.16	SPAG5	155	5.043425116919247	17
ENSG00000076641.4	PAG1	58	4.060443010546419	13
ENSG00000076650.6	GPATCH1	186	5.225746673713202	17
ENSG00000076662.9	ICAM3	86	4.454347296253507	15
ENSG00000076770.14	MBNL3	103	4.634728988229636	15
ENSG00000077092.18	RARB	55	4.007333185232471	13
ENSG00000077152.10	UBE2T	120	4.787491742782046	16
ENSG00000077420.15	APBB1IP	31	3.4339872044851463	11
ENSG00000077514.8	POLD3	184	5.214935757608986	17
ENSG00000077616.10	NAALAD2	41	3.713572066704308	12
ENSG00000077713.18	SLC25A43	64	4.1588830833596715	14
ENSG00000077935.16	SMC1B	8	2.0794415416798357	7
ENSG00000078098.13	FAP	7	1.9459101490553132	6
ENSG00000078237.6	TIGAR	56	4.02535169073515	13
ENSG00000078295.16	ADCY2	7	1.9459101490553132	6
ENSG00000078319.9	PMS2P1	162	5.087596335232384	17
ENSG00000078401.6	EDN1	36	3.58351893845611	12
ENSG00000078549.14	ADCYAP1R1	51	3.9318256327243257	13
ENSG00000078725.12	BRINP1	30	3.4011973816621555	11
ENSG00000078795.16	PKD2L2	6	1.791759469228055	6
ENSG00000078814.15	MYH7B	13	2.5649493574615367	8
ENSG00000078900.14	TP73	23	3.1354942159291497	10
ENSG00000079101.16	CLUL1	25	3.2188758248682006	11
ENSG00000079102.16	RUNX1T1	4	1.3862943611198906	4
ENSG00000079150.17	FKBP7	29	3.367295829986474	11
ENSG00000079156.16	OSBPL6	13	2.5649493574615367	8
ENSG00000079257.7	LXN	114	4.736198448394496	16
ENSG00000079263.18	SP140	8	2.0794415416798357	7
ENSG00000079335.19	CDC14A	111	4.709530201312334	16
ENSG00000079385.21	CEACAM1	12	2.4849066497880004	8
ENSG00000079387.13	SENP1	187	5.231108616854587	17
ENSG00000079435.9	LIPE	124	4.820281565605037	16
ENSG00000079482.12	OPHN1	100	4.605170185988092	15
ENSG00000079931.14	MOXD1	9	2.1972245773362196	7
ENSG00000080031.9	PTPRH	6	1.791759469228055	6
ENSG00000080224.17	EPHA6	32	3.4657359027997265	11
ENSG00000080546.13	SESN1	135	4.90527477843843	16
ENSG00000080561.13	MID2	56	4.02535169073515	13
ENSG00000080839.11	RBL1	77	4.343805421853684	14
ENSG00000080947.14	CROCCP3	110	4.700480365792417	16
ENSG00000080986.12	NDC80	180	5.19295685089021	17
ENSG00000081041.8	CXCL2	27	3.295836866004329	11
ENSG00000081059.19	TCF7	68	4.219507705176107	14
ENSG00000081148.11	IMPG2	17	2.833213344056216	9
ENSG00000081189.15	MEF2C	17	2.833213344056216	9
ENSG00000081237.19	PTPRC	97	4.574710978503383	15
ENSG00000081277.12	PKP1	53	3.970291913552122	13
ENSG00000081386.12	ZNF510	87	4.465908118654584	15
ENSG00000081479.13	LRP2	24	3.1780538303479458	10
ENSG00000081803.15	CADPS2	12	2.4849066497880004	8
ENSG00000081818.3	PCDHB4	45	3.8066624897703196	13
ENSG00000081842.17	PCDHA6	91	4.51085950651685	15
ENSG00000081853.14	PCDHGA2	52	3.9512437185814275	13
ENSG00000081870.11	HSPB11	146	4.983606621708336	17
ENSG00000081913.13	PHLPP1	76	4.330733340286331	14
ENSG00000081985.11	IL12RB2	6	1.791759469228055	6
ENSG00000082074.16	FYB1	54	3.9889840465642745	13
ENSG00000082146.12	STRADB	126	4.836281906951478	16
ENSG00000082196.20	C1QTNF3	43	3.7612001156935624	12
ENSG00000082397.17	EPB41L3	78	4.356708826689592	14
ENSG00000082482.13	KCNK2	7	1.9459101490553132	6
ENSG00000082497.11	SERTAD4	50	3.912023005428146	13
ENSG00000082684.15	SEMA5B	21	3.044522437723423	10
ENSG00000083067.22	TRPM3	4	1.3862943611198906	4
ENSG00000083093.9	PALB2	155	5.043425116919247	17
ENSG00000083290.19	ULK2	157	5.056245805348308	17
ENSG00000083454.21	P2RX5	5	1.6094379124341003	5
ENSG00000083457.11	ITGAE	127	4.844187086458591	16
ENSG00000083535.15	PIBF1	123	4.812184355372417	16
ENSG00000083544.14	TDRD3	169	5.1298987149230735	17
ENSG00000083635.7	NUFIP1	142	4.955827057601261	16
ENSG00000083720.12	OXCT1	126	4.836281906951478	16
ENSG00000083750.12	RRAGB	165	5.10594547390058	17
ENSG00000083807.9	SLC27A5	65	4.174387269895637	14
ENSG00000083812.11	ZNF324	140	4.941642422609304	16
ENSG00000083814.13	ZNF671	38	3.6375861597263857	12
ENSG00000083817.8	ZNF416	63	4.143134726391533	14
ENSG00000083828.15	ZNF586	164	5.099866427824199	17
ENSG00000083838.15	ZNF446	110	4.700480365792417	16
ENSG00000084110.10	HAL	22	3.091042453358316	10
ENSG00000084444.13	FAM234B	99	4.59511985013459	15
ENSG00000084453.16	SLCO1A2	69	4.23410650459726	14
ENSG00000084674.14	APOB	5	1.6094379124341003	5
ENSG00000084710.13	EFR3B	72	4.276666119016055	14
ENSG00000084731.14	KIF3C	165	5.10594547390058	17
ENSG00000085185.15	BCORL1	141	4.948759890378168	16
ENSG00000085231.13	AK6	142	4.955827057601261	16
ENSG00000085265.10	FCN1	74	4.30406509320417	14
ENSG00000085382.11	HACE1	140	4.941642422609304	16
ENSG00000085465.12	OVGP1	111	4.709530201312334	16
ENSG00000085514.15	PILRA	37	3.6109179126442243	12
ENSG00000085563.14	ABCB1	5	1.6094379124341003	5
ENSG00000085644.13	ZNF213	139	4.9344739331306915	16
ENSG00000085831.15	TTC39A	167	5.117993812416755	17
ENSG00000085840.12	ORC1	23	3.1354942159291497	10
ENSG00000085999.11	RAD54L	92	4.5217885770490405	15
ENSG00000086159.12	AQP6	7	1.9459101490553132	6
ENSG00000086200.16	IPO11	167	5.117993812416755	17
ENSG00000086205.17	FOLH1	41	3.713572066704308	12
ENSG00000086288.11	NME8	4	1.3862943611198906	4
ENSG00000086289.11	EPDR1	53	3.970291913552122	13
ENSG00000086300.15	SNX10	54	3.9889840465642745	13
ENSG00000086730.16	LAT2	33	3.4965075614664802	11
ENSG00000086848.14	ALG9	107	4.672828834461906	16
ENSG00000086991.12	NOX4	17	2.833213344056216	9
ENSG00000087008.15	ACOX3	46	3.828641396489095	13
ENSG00000087076.8	HSD17B14	26	3.258096538021482	11
ENSG00000087085.14	ACHE	9	2.1972245773362196	7
ENSG00000087116.15	ADAMTS2	23	3.1354942159291497	10
ENSG00000087245.12	MMP2	66	4.189654742026425	14
ENSG00000087250.8	MT3	53	3.970291913552122	13
ENSG00000087301.8	TXNDC16	113	4.727387818712341	16
ENSG00000087303.17	NID2	120	4.787491742782046	16
ENSG00000087495.16	PHACTR3	50	3.912023005428146	13
ENSG00000087510.6	TFAP2C	186	5.225746673713202	17
ENSG00000087842.10	PIR	88	4.477336814478207	15
ENSG00000087884.14	AAMDC	153	5.030437921392435	17
ENSG00000087903.12	RFX2	188	5.236441962829949	17
ENSG00000088002.11	SULT2B1	9	2.1972245773362196	7
ENSG00000088035.16	ALG6	133	4.890349128221754	16
ENSG00000088320.3	REM1	9	2.1972245773362196	7
ENSG00000088340.15	FER1L4	130	4.867534450455582	16
