Ensembl Gene Record	Common Gene Name	Read Count	Log Count	Dist
ENSG00000068383.18	INPP5A	129	4.859812404361672	15
ENSG00000068615.18	REEP1	103	4.634728988229636	14
ENSG00000068831.18	RASGRP2	5	1.6094379124341003	5
ENSG00000068976.13	PYGM	10	2.302585092994046	7
ENSG00000069011.15	PITX1	198	5.288267030694535	17
ENSG00000069122.18	ADGRF5	12	2.4849066497880004	8
ENSG00000069188.16	SDK2	78	4.356708826689592	14
ENSG00000069424.14	KCNAB2	149	5.003946305945459	16
ENSG00000069482.6	GAL	9	2.1972245773362196	7
ENSG00000069493.14	CLEC2D	168	5.123963979403259	16
ENSG00000069509.5	FUNDC1	226	5.420534999272286	17
ENSG00000069535.13	MAOB	218	5.384495062789089	17
ENSG00000069696.6	DRD4	25	3.2188758248682006	10
ENSG00000069812.11	HES2	117	4.762173934797756	15
ENSG00000069943.9	PIGB	159	5.0689042022202315	16
ENSG00000070182.20	SPTB	93	4.532599493153256	14
ENSG00000070190.12	DAPP1	69	4.23410650459726	13
ENSG00000070371.15	CLTCL1	72	4.276666119016055	13
ENSG00000070404.9	FSTL3	91	4.51085950651685	14
ENSG00000070540.12	WIPI1	251	5.5254529391317835	17
ENSG00000070601.9	FRMPD1	55	4.007333185232471	12
ENSG00000070669.16	ASNS	135	4.90527477843843	15
ENSG00000070729.13	CNGB1	167	5.117993812416755	16
ENSG00000070731.10	ST6GALNAC2	14	2.6390573296152584	8
ENSG00000070759.16	TESK2	93	4.532599493153256	14
ENSG00000070778.12	PTPN21	217	5.37989735354046	17
ENSG00000070886.11	EPHA8	4	1.3862943611198906	4
ENSG00000070985.13	TRPM5	66	4.189654742026425	13
ENSG00000071205.11	ARHGAP10	4	1.3862943611198906	4
ENSG00000071246.10	VASH1	120	4.787491742782046	15
ENSG00000071282.11	LMCD1	148	4.997212273764115	16
ENSG00000071909.18	MYO3B	9	2.1972245773362196	7
ENSG00000071967.11	CYBRD1	85	4.442651256490317	14
ENSG00000072041.16	SLC6A15	66	4.189654742026425	13
ENSG00000072133.10	RPS6KA6	31	3.4339872044851463	11
ENSG00000072195.14	SPEG	205	5.3230099791384085	17
ENSG00000072201.13	LNX1	135	4.90527477843843	15
ENSG00000072401.14	UBE2D1	175	5.1647859739235145	16
ENSG00000072422.16	RHOBTB1	50	3.912023005428146	12
ENSG00000072657.8	TRHDE	8	2.0794415416798357	6
ENSG00000072694.20	FCGR2B	41	3.713572066704308	11
ENSG00000072818.11	ACAP1	25	3.2188758248682006	10
ENSG00000072832.14	CRMP1	127	4.844187086458591	15
ENSG00000073146.15	MOV10L1	11	2.3978952727983707	7
ENSG00000073150.13	PANX2	30	3.4011973816621555	10
ENSG00000073169.13	SELENOO	259	5.556828061699537	17
ENSG00000073282.12	TP63	10	2.302585092994046	7
ENSG00000073331.17	ALPK1	222	5.402677381872279	17
ENSG00000073417.14	PDE8A	258	5.552959584921617	17
ENSG00000073464.11	CLCN4	169	5.1298987149230735	16
ENSG00000073536.17	NLE1	234	5.455321115357702	17
ENSG00000073598.5	FNDC8	4	1.3862943611198906	4
ENSG00000073670.13	ADAM11	52	3.9512437185814275	12
ENSG00000073754.5	CD5L	4	1.3862943611198906	4
ENSG00000073756.11	PTGS2	16	2.772588722239781	8
ENSG00000073905.8	VDAC1P1	6	1.791759469228055	5
ENSG00000073910.21	FRY	22	3.091042453358316	9
ENSG00000073969.18	NSF	259	5.556828061699537	17
ENSG00000074047.21	GLI2	23	3.1354942159291497	10
ENSG00000074211.13	PPP2R2C	25	3.2188758248682006	10
ENSG00000074276.10	CDHR2	6	1.791759469228055	5
ENSG00000074317.10	SNCB	4	1.3862943611198906	4
ENSG00000074370.17	ATP2A3	15	2.70805020110221	8
ENSG00000074410.13	CA12	24	3.1780538303479458	10
ENSG00000074621.13	SLC24A1	158	5.062595033026967	16
ENSG00000074660.15	SCARF1	22	3.091042453358316	9
ENSG00000074706.13	IPCEF1	16	2.772588722239781	8
ENSG00000074935.13	TUBE1	212	5.356586274672012	17
ENSG00000074964.16	ARHGEF10L	186	5.225746673713202	16
ENSG00000074966.10	TXK	46	3.828641396489095	12
ENSG00000075223.13	SEMA3C	51	3.9318256327243257	12
ENSG00000075234.16	TTC38	146	4.983606621708336	16
ENSG00000075290.7	WNT8B	6	1.791759469228055	5
ENSG00000075399.13	VPS9D1	125	4.8283137373023015	15
ENSG00000075618.17	FSCN1	237	5.4680601411351315	17
ENSG00000075643.5	MOCOS	16	2.772588722239781	8
ENSG00000075651.15	PLD1	162	5.087596335232384	16
ENSG00000075826.16	SEC31B	55	4.007333185232471	12
ENSG00000075884.13	ARHGAP15	9	2.1972245773362196	7
ENSG00000076258.9	FMO4	34	3.5263605246161616	11
ENSG00000076344.15	RGS11	10	2.302585092994046	7
ENSG00000076356.6	PLXNA2	245	5.501258210544727	17
ENSG00000076641.4	PAG1	45	3.8066624897703196	12
ENSG00000076650.6	GPATCH1	217	5.37989735354046	17
ENSG00000076706.16	MCAM	251	5.5254529391317835	17
ENSG00000077063.10	CTTNBP2	245	5.501258210544727	17
ENSG00000077092.18	RARB	165	5.10594547390058	16
ENSG00000077238.13	IL4R	184	5.214935757608986	16
ENSG00000077348.8	EXOSC5	130	4.867534450455582	15
ENSG00000077420.15	APBB1IP	14	2.6390573296152584	8
ENSG00000077463.14	SIRT6	200	5.298317366548036	17
ENSG00000077585.13	GPR137B	94	4.543294782270004	14
ENSG00000077713.18	SLC25A43	214	5.365976015021851	17
ENSG00000077935.16	SMC1B	6	1.791759469228055	5
ENSG00000077984.5	CST7	18	2.8903717578961645	9
ENSG00000078018.19	MAP2	19	2.9444389791664403	9
ENSG00000078053.16	AMPH	12	2.4849066497880004	8
ENSG00000078081.7	LAMP3	57	4.04305126783455	13
ENSG00000078098.13	FAP	5	1.6094379124341003	5
ENSG00000078114.18	NEBL	43	3.7612001156935624	12
ENSG00000078237.6	TIGAR	118	4.770684624465665	15
ENSG00000078319.9	PMS2P1	145	4.976733742420574	16
ENSG00000078328.20	RBFOX1	17	2.833213344056216	9
ENSG00000078399.17	HOXA9	35	3.5553480614894135	11
ENSG00000078401.6	EDN1	31	3.4339872044851463	11
ENSG00000078487.17	ZCWPW1	64	4.1588830833596715	13
ENSG00000078596.10	ITM2A	22	3.091042453358316	9
ENSG00000078795.16	PKD2L2	6	1.791759469228055	5
ENSG00000078814.15	MYH7B	91	4.51085950651685	14
ENSG00000078900.14	TP73	75	4.31748811353631	13
ENSG00000078967.12	UBE2D4	197	5.2832037287379885	17
ENSG00000079101.16	CLUL1	33	3.4965075614664802	11
ENSG00000079150.17	FKBP7	36	3.58351893845611	11
ENSG00000079156.16	OSBPL6	41	3.713572066704308	11
ENSG00000079257.7	LXN	86	4.454347296253507	14
ENSG00000079263.18	SP140	6	1.791759469228055	5
ENSG00000079385.21	CEACAM1	49	3.8918202981106265	12
ENSG00000079435.9	LIPE	44	3.784189633918261	12
ENSG00000079482.12	OPHN1	77	4.343805421853684	14
ENSG00000079931.14	MOXD1	6	1.791759469228055	5
ENSG00000080031.9	PTPRH	37	3.6109179126442243	11
ENSG00000080298.15	RFX3	164	5.099866427824199	16
ENSG00000080493.16	SLC4A4	5	1.6094379124341003	5
ENSG00000080546.13	SESN1	88	4.477336814478207	14
ENSG00000080561.13	MID2	16	2.772588722239781	8
ENSG00000080573.6	COL5A3	32	3.4657359027997265	11
ENSG00000080603.16	SRCAP	177	5.176149732573829	16
ENSG00000080802.18	CNOT4	218	5.384495062789089	17
ENSG00000080823.22	MOK	245	5.501258210544727	17
ENSG00000080839.11	RBL1	263	5.572154032177765	17
ENSG00000080854.14	IGSF9B	6	1.791759469228055	5
ENSG00000080947.14	CROCCP3	117	4.762173934797756	15
ENSG00000081026.18	MAGI3	222	5.402677381872279	17
ENSG00000081041.8	CXCL2	17	2.833213344056216	9
ENSG00000081052.12	COL4A4	45	3.8066624897703196	12
ENSG00000081087.14	OSTM1	207	5.332718793265369	17
ENSG00000081148.11	IMPG2	12	2.4849066497880004	8
ENSG00000081181.7	ARG2	89	4.48863636973214	14
ENSG00000081189.15	MEF2C	17	2.833213344056216	9
ENSG00000081237.19	PTPRC	66	4.189654742026425	13
ENSG00000081479.13	LRP2	20	2.995732273553991	9
ENSG00000081818.3	PCDHB4	8	2.0794415416798357	6
ENSG00000081842.17	PCDHA6	218	5.384495062789089	17
ENSG00000081913.13	PHLPP1	96	4.564348191467836	14
ENSG00000081985.11	IL12RB2	4	1.3862943611198906	4
ENSG00000082014.16	SMARCD3	76	4.330733340286331	13
ENSG00000082074.16	FYB1	26	3.258096538021482	10
ENSG00000082146.12	STRADB	220	5.393627546352362	17
ENSG00000082196.20	C1QTNF3	25	3.2188758248682006	10
ENSG00000082269.16	FAM135A	136	4.912654885736052	15
ENSG00000082397.17	EPB41L3	48	3.871201010907891	12
ENSG00000082482.13	KCNK2	8	2.0794415416798357	6
ENSG00000082497.11	SERTAD4	152	5.0238805208462765	16
ENSG00000082929.8	LINC01587	78	4.356708826689592	14
ENSG00000083093.9	PALB2	203	5.313205979041787	17
ENSG00000083123.14	BCKDHB	251	5.5254529391317835	17
ENSG00000083290.19	ULK2	17	2.833213344056216	9
ENSG00000083454.21	P2RX5	4	1.3862943611198906	4
ENSG00000083457.11	ITGAE	160	5.075173815233827	16
ENSG00000083535.15	PIBF1	252	5.529429087511423	17
ENSG00000083544.14	TDRD3	184	5.214935757608986	16
ENSG00000083635.7	NUFIP1	137	4.919980925828125	15
ENSG00000083750.12	RRAGB	168	5.123963979403259	16
ENSG00000083807.9	SLC27A5	61	4.110873864173311	13
ENSG00000083812.11	ZNF324	105	4.653960350157523	15
ENSG00000083814.13	ZNF671	112	4.718498871295094	15
